Date,Year,Month,MonthName,Quarter,Season,YearMonth,DayOfYear,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,RainToday_Flag,RainTomorrow_Flag,WindGust_Placeholder,Cloud_Placeholder,Temp3pm_BelowMin,IsRainDay,MeanTemp,TempRange,TempChange_9to3,HumidityDrop_9to3,PressureChange_9to3,AvgWindSpeed,RainCategory,HeatCategory,GustCategory,MaxTemp_Z,MinTemp_Z,Humidity3pm_Z,WindGustSpeed_Z,Pressure9am_Z,AnomalyType,IsAnomaly
2015-08-20,2015,8,Aug,3,Winter,2015-08,232,8.2,18.9,0.0,2.6,9.8,NE,31.0,WNW,NE,11,20,71,59,1028.3,1025.0,1.0,1.0,12.1,18.7,No,No,0,0,0,0,0,0,13.55,10.7,6.6,12,-3.3,15.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.17,-0.7,0.79,-0.68,1.23,,0
2015-08-21,2015,8,Aug,3,Winter,2015-08,233,9.4,21.0,0.0,3.8,9.4,NNE,31.0,WNW,NE,13,15,73,63,1025.8,1021.2,0.0,7.0,13.0,19.8,No,No,0,0,0,0,0,0,15.2,11.6,6.8,10,-4.6,14.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.59,-0.16,1.03,-0.68,0.87,,0
2015-08-22,2015,8,Aug,3,Winter,2015-08,234,12.9,28.3,0.0,4.2,9.4,NNW,33.0,N,N,19,11,45,32,1021.0,1016.2,2.0,5.0,19.8,26.9,No,Yes,0,1,0,0,0,0,20.6,15.4,7.1,13,-4.8,15.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),3.23,1.43,-0.84,-0.54,0.18,Heat,1
2015-08-23,2015,8,Aug,3,Winter,2015-08,235,15.4,18.5,2.4,6.4,0.2,NNW,22.0,N,NNW,7,7,85,73,1021.8,1018.4,7.0,7.0,15.6,17.9,Yes,Yes,1,1,0,0,0,1,16.95,3.1,2.3,12,-3.4,7.0,Light (1-10),Mild (<20),Light (<30),-0.32,2.56,1.63,-1.32,0.3,,0
2015-08-24,2015,8,Aug,3,Winter,2015-08,236,15.1,17.4,4.2,1.8,0.6,E,59.0,S,SSE,17,9,90,95,1018.4,1015.0,8.0,7.0,16.3,16.4,Yes,Yes,1,1,0,0,0,1,16.25,2.3,0.1,-5,-3.4,13.0,Light (1-10),Mild (<20),Strong (50-70),-0.72,2.42,2.96,1.31,-0.19,,0
2015-08-25,2015,8,Aug,3,Winter,2015-08,237,12.5,19.9,54.4,5.0,4.4,NW,56.0,WNW,W,22,20,66,53,1013.4,1012.8,7.0,7.0,16.1,18.7,Yes,Yes,1,1,0,0,0,1,16.2,7.4,2.6,13,-0.6,21.0,Very heavy (>50),Mild (<20),Strong (50-70),0.19,1.25,0.43,1.1,-0.91,Extreme rain,1
2015-08-26,2015,8,Aug,3,Winter,2015-08,238,12.3,20.2,5.2,2.8,6.3,SSW,28.0,SSE,S,13,13,80,59,1018.1,1017.8,7.0,7.0,16.3,18.9,Yes,No,1,0,0,0,0,1,16.25,7.9,2.6,21,-0.3,13.0,Light (1-10),Warm (20-30),Light (<30),0.3,1.16,0.79,-0.9,-0.24,,0
2015-08-27,2015,8,Aug,3,Winter,2015-08,239,11.6,20.5,0.0,3.0,4.3,W,52.0,W,NW,9,17,87,44,1019.7,1015.1,7.0,6.0,15.1,20.1,No,No,0,0,0,0,0,0,16.05,8.9,5.0,43,-4.6,13.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),0.4,0.84,-0.11,0.81,-0.01,,0
2015-08-28,2015,8,Aug,3,Winter,2015-08,240,10.6,20.8,0.0,2.8,9.2,WSW,48.0,W,S,22,20,48,43,1019.8,1018.9,3.0,5.0,14.6,18.5,No,No,0,0,0,0,0,0,15.7,10.2,3.9,5,-0.9,21.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.51,0.39,-0.18,0.53,0.01,,0
2015-08-29,2015,8,Aug,3,Winter,2015-08,241,9.0,20.3,0.0,4.2,10.8,WSW,30.0,W,WNW,13,15,60,31,1022.7,1017.9,1.0,2.0,13.0,20.1,No,No,0,0,0,0,0,0,14.65,11.3,7.1,29,-4.8,14.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.33,-0.34,-0.9,-0.75,0.43,,0
2015-08-30,2015,8,Aug,3,Winter,2015-08,242,8.3,18.7,0.0,3.6,10.8,SSW,39.0,WNW,S,20,22,52,44,1020.3,1017.5,1.0,3.0,12.1,18.1,No,No,0,0,0,0,0,0,13.5,10.4,6.0,8,-2.8,21.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.25,-0.66,-0.11,-0.11,0.08,,0
2015-08-31,2015,8,Aug,3,Winter,2015-08,243,9.6,19.7,0.0,4.8,10.9,SSE,35.0,WSW,SSE,15,22,48,39,1017.3,1013.8,1.0,2.0,13.9,18.4,No,No,0,0,0,0,0,0,14.65,10.1,4.5,9,-3.5,18.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),0.12,-0.07,-0.42,-0.4,-0.35,,0
2015-09-01,2015,9,Sep,3,Spring,2015-09,244,9.0,19.7,0.0,3.2,10.8,W,31.0,W,ESE,17,13,50,39,1015.8,1013.3,1.0,1.0,12.7,17.0,No,No,0,0,0,0,0,0,14.35,10.7,4.3,11,-2.5,15.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.61,-1.39,-0.57,-0.95,-0.34,,0
2015-09-02,2015,9,Sep,3,Spring,2015-09,245,8.0,18.8,0.0,4.0,10.4,WNW,31.0,W,ENE,11,19,61,46,1018.0,1012.0,5.0,1.0,11.9,18.6,No,Yes,0,1,0,0,0,0,13.4,10.8,6.7,15,-6.0,15.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.85,-1.78,-0.16,-0.95,-0.05,,0
2015-09-03,2015,9,Sep,3,Spring,2015-09,246,11.2,20.8,2.8,5.6,8.0,SW,52.0,WNW,WSW,20,24,69,28,1006.0,1005.6,3.0,6.0,14.4,20.6,Yes,Yes,1,1,0,0,0,1,16.0,9.6,6.2,41,-0.4,22.0,Light (1-10),Warm (20-30),Strong (50-70),-0.32,-0.55,-1.21,0.64,-1.64,,0
2015-09-04,2015,9,Sep,3,Spring,2015-09,247,12.5,19.5,20.4,4.0,5.7,S,48.0,SSW,S,19,20,92,54,1021.5,1020.5,7.0,2.0,13.7,18.3,Yes,No,1,0,0,0,0,1,16.0,7.0,4.6,38,-1.0,19.5,Moderate (10-25),Mild (<20),Moderate (30-50),-0.66,-0.04,0.3,0.33,0.42,,0
2015-09-05,2015,9,Sep,3,Spring,2015-09,248,11.5,21.7,0.0,2.8,9.3,ESE,37.0,WNW,SE,17,24,68,53,1022.3,1019.6,1.0,5.0,15.2,18.7,No,No,0,0,0,0,0,0,16.6,10.2,3.5,15,-2.7,20.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.08,-0.43,0.24,-0.5,0.52,,0
2015-09-06,2015,9,Sep,3,Spring,2015-09,249,12.7,17.5,0.4,5.4,1.0,ENE,24.0,NNE,ENE,11,6,84,68,1024.9,1021.9,7.0,7.0,14.6,16.0,No,No,0,0,0,0,0,0,15.1,4.8,1.4,16,-3.0,8.5,Dry (<=1 mm),Mild (<20),Light (<30),-1.19,0.03,1.11,-1.48,0.87,,0
2015-09-07,2015,9,Sep,3,Spring,2015-09,250,11.1,24.9,0.2,0.6,9.3,W,54.0,W,W,9,15,62,32,1018.3,1013.3,2.0,4.0,17.4,22.7,No,No,0,0,0,0,0,0,18.0,13.8,5.3,30,-5.0,12.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),0.77,-0.58,-0.98,0.79,-0.01,,0
2015-09-08,2015,9,Sep,3,Spring,2015-09,251,10.0,20.0,0.0,6.8,11.0,W,52.0,WSW,W,30,24,42,32,1018.8,1015.7,1.0,2.0,13.3,19.7,No,No,0,0,0,0,0,0,15.0,10.0,6.4,10,-3.1,27.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),-0.53,-1.01,-0.98,0.64,0.06,,0
2015-09-09,2015,9,Sep,3,Spring,2015-09,252,9.8,20.2,0.0,5.0,10.9,W,41.0,W,SSE,20,17,48,39,1023.1,1022.0,1.0,1.0,15.4,18.9,No,No,0,0,0,0,0,0,15.0,10.4,3.5,9,-1.1,18.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.48,-1.09,-0.57,-0.19,0.63,,0
2015-09-10,2015,9,Sep,3,Spring,2015-09,253,11.3,19.6,0.0,4.8,6.5,SSW,37.0,WNW,SSE,13,15,59,41,1030.9,1029.8,1.0,7.0,15.5,18.9,No,No,0,0,0,0,0,0,15.45,8.3,3.4,18,-1.1,14.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.63,-0.51,-0.45,-0.5,1.66,,0
2015-09-11,2015,9,Sep,3,Spring,2015-09,254,14.0,21.3,0.0,4.0,9.1,NNE,39.0,WNW,NE,11,24,56,44,1032.1,1027.6,1.0,0.0,17.6,20.5,No,No,0,0,0,0,0,0,17.65,7.3,2.9,12,-4.5,17.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.18,0.54,-0.28,-0.34,1.82,,0
2015-09-12,2015,9,Sep,3,Spring,2015-09,255,10.9,25.4,0.0,7.4,10.4,ENE,24.0,W,E,11,19,61,51,1028.5,1024.7,1.0,5.0,17.2,21.3,No,No,0,0,0,0,0,0,18.15,14.5,4.1,10,-3.8,15.0,Dry (<=1 mm),Warm (20-30),Light (<30),0.91,-0.66,0.12,-1.48,1.35,,0
2015-09-13,2015,9,Sep,3,Spring,2015-09,256,12.4,22.3,0.0,3.8,10.6,NNE,30.0,WNW,E,11,20,61,60,1028.5,1025.0,1.0,1.0,18.3,21.4,No,No,0,0,0,0,0,0,17.35,9.9,3.1,1,-3.5,15.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.08,-0.08,0.65,-1.02,1.35,,0
2015-09-14,2015,9,Sep,3,Spring,2015-09,257,15.3,23.6,0.0,5.0,10.7,NE,43.0,NNE,NE,17,24,58,59,1025.9,1020.5,1.0,1.0,20.7,21.4,No,No,0,0,0,0,0,0,19.45,8.3,0.7,-1,-5.4,20.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.43,1.04,0.59,-0.04,1.0,,0
2015-09-15,2015,9,Sep,3,Spring,2015-09,258,15.8,29.8,0.0,6.4,11.0,W,41.0,NNE,NNW,9,35,33,25,1015.4,1009.0,1.0,3.0,23.5,29.2,No,No,0,0,0,0,0,0,22.8,14.0,5.7,8,-6.4,22.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),2.08,1.23,-1.38,-0.19,-0.39,,0
2015-09-16,2015,9,Sep,3,Spring,2015-09,259,12.4,21.1,0.0,10.2,10.2,ESE,37.0,W,ESE,19,26,42,60,1017.7,1015.0,2.0,3.0,17.2,19.3,No,No,0,0,0,0,0,0,16.75,8.7,2.1,-18,-2.7,22.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.24,-0.08,0.65,-0.5,-0.09,,0
2015-09-17,2015,9,Sep,3,Spring,2015-09,260,12.2,19.9,0.0,4.2,8.2,S,43.0,WNW,SE,9,28,53,57,1018.4,1018.3,3.0,7.0,18.0,17.7,No,Yes,0,1,0,0,0,0,16.05,7.7,-0.3,-4,-0.1,18.5,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.56,-0.16,0.47,-0.04,0.01,,0
2015-09-18,2015,9,Sep,3,Spring,2015-09,261,13.6,20.0,2.2,6.4,7.7,S,52.0,S,S,20,26,65,44,1026.2,1025.5,5.0,2.0,15.8,18.9,Yes,Yes,1,1,0,0,0,1,16.8,6.4,3.1,21,-0.7,23.0,Light (1-10),Warm (20-30),Strong (50-70),-0.53,0.38,-0.28,0.64,1.04,,0
2015-09-19,2015,9,Sep,3,Spring,2015-09,262,12.5,19.5,10.8,5.4,7.3,E,33.0,W,ESE,17,24,88,54,1026.5,1023.9,7.0,6.0,14.7,18.1,Yes,No,1,0,0,0,0,1,16.0,7.0,3.4,34,-2.6,20.5,Moderate (10-25),Mild (<20),Moderate (30-50),-0.66,-0.04,0.3,-0.8,1.08,,0
2015-09-20,2015,9,Sep,3,Spring,2015-09,263,12.5,18.6,0.4,4.0,3.4,ENE,37.0,W,E,11,13,62,72,1024.5,1021.7,5.0,7.0,16.6,17.4,No,No,0,0,0,0,0,0,15.55,6.1,0.8,-10,-2.8,12.0,Dry (<=1 mm),Mild (<20),Moderate (30-50),-0.9,-0.04,1.34,-0.5,0.81,,0
2015-09-21,2015,9,Sep,3,Spring,2015-09,264,12.4,22.5,0.2,1.6,10.4,SSW,35.0,W,NE,15,15,74,60,1019.9,1015.2,1.0,2.0,16.3,21.3,No,No,0,0,0,0,0,0,17.45,10.1,5.0,14,-4.7,15.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.14,-0.08,0.65,-0.65,0.2,,0
2015-09-22,2015,9,Sep,3,Spring,2015-09,265,14.6,19.5,0.2,6.2,9.2,SSW,59.0,SW,S,24,37,36,47,1016.8,1017.5,3.0,2.0,18.7,17.8,No,No,0,0,0,0,0,0,17.05,4.9,-0.9,-11,0.7,30.5,Dry (<=1 mm),Mild (<20),Strong (50-70),-0.66,0.77,-0.11,1.16,-0.21,,0
2015-09-23,2015,9,Sep,3,Spring,2015-09,266,10.0,16.2,0.2,8.8,6.5,S,69.0,SSW,SSW,31,35,55,74,1025.5,1025.4,3.0,7.0,13.3,11.7,No,Yes,0,1,0,0,0,0,13.1,6.2,-1.6,-19,-0.1,33.0,Dry (<=1 mm),Mild (<20),Strong (50-70),-1.54,-1.01,1.46,1.92,0.95,,0
2015-09-24,2015,9,Sep,3,Spring,2015-09,267,8.3,16.3,3.2,4.0,6.1,S,65.0,SSW,SSW,22,28,63,62,1025.6,1024.6,7.0,7.0,13.0,13.6,Yes,Yes,1,1,0,0,0,1,12.3,8.0,0.6,1,-1.0,25.0,Light (1-10),Mild (<20),Strong (50-70),-1.51,-1.66,0.76,1.62,0.96,,0
2015-09-25,2015,9,Sep,3,Spring,2015-09,268,10.1,16.4,31.8,2.8,4.3,S,54.0,S,SSE,13,26,91,63,1029.3,1027.8,7.0,7.0,13.4,15.9,Yes,Yes,1,1,0,0,0,1,13.25,6.3,2.5,28,-1.5,19.5,Heavy (25-50),Mild (<20),Strong (50-70),-1.49,-0.97,0.82,0.79,1.45,,0
2015-09-26,2015,9,Sep,3,Spring,2015-09,269,11.1,20.1,3.4,4.4,7.7,S,43.0,W,SSE,22,24,86,48,1028.5,1025.4,6.0,3.0,14.4,18.4,Yes,Yes,1,1,0,0,0,1,15.6,9.0,4.0,38,-3.1,23.0,Light (1-10),Warm (20-30),Moderate (30-50),-0.5,-0.58,-0.05,-0.04,1.35,,0
2015-09-27,2015,9,Sep,3,Spring,2015-09,270,12.3,19.2,3.6,3.8,6.2,SW,46.0,SW,S,20,20,70,51,1023.7,1021.1,7.0,7.0,15.3,18.3,Yes,No,1,0,0,0,0,1,15.75,6.9,3.0,19,-2.6,20.0,Light (1-10),Mild (<20),Moderate (30-50),-0.74,-0.12,0.12,0.18,0.71,,0
2015-09-28,2015,9,Sep,3,Spring,2015-09,271,10.9,20.8,0.2,4.2,11.0,W,28.0,W,ESE,15,17,56,49,1021.1,1017.8,1.0,1.0,17.3,19.1,No,No,0,0,0,0,0,0,15.85,9.9,1.8,7,-3.3,16.0,Dry (<=1 mm),Warm (20-30),Light (<30),-0.32,-0.66,0.01,-1.17,0.36,,0
2015-09-29,2015,9,Sep,3,Spring,2015-09,272,11.9,23.4,0.0,5.8,3.4,NW,50.0,N,NE,15,17,58,55,1019.5,1015.8,0.0,1.0,19.1,21.7,No,No,0,0,0,0,0,0,17.65,11.5,2.6,3,-3.7,16.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),0.38,-0.27,0.36,0.48,0.15,,0
2015-09-30,2015,9,Sep,3,Spring,2015-09,273,16.7,21.4,0.0,5.6,6.4,SSE,33.0,SSE,ESE,17,20,57,62,1022.1,1021.4,7.0,7.0,21.0,18.7,No,No,0,0,0,0,0,0,19.05,4.7,-2.3,-5,-0.7,18.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.16,1.58,0.76,-0.8,0.5,,0
2015-10-01,2015,10,Oct,4,Spring,2015-10,274,16.8,22.9,0.0,5.6,9.6,ENE,33.0,W,E,6,24,68,65,1026.4,1022.8,4.0,1.0,19.9,21.7,No,No,0,0,0,0,0,0,19.85,6.1,1.8,3,-3.6,15.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.15,0.71,0.81,-0.84,1.07,,0
2015-10-02,2015,10,Oct,4,Spring,2015-10,275,16.5,23.0,0.0,4.8,10.5,SSE,33.0,NNW,ENE,4,24,57,57,1033.4,1031.8,1.0,1.0,21.3,21.1,No,No,0,0,0,0,0,0,19.75,6.5,-0.2,0,-1.6,14.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.12,0.6,0.36,-0.84,2.06,,0
2015-10-03,2015,10,Oct,4,Spring,2015-10,276,14.2,27.5,0.0,7.2,11.1,E,22.0,W,E,13,11,62,47,1030.6,1024.7,0.0,1.0,21.5,27.3,No,No,0,0,0,0,0,0,20.85,13.3,5.8,15,-5.9,12.0,Dry (<=1 mm),Warm (20-30),Light (<30),0.88,-0.2,-0.2,-1.63,1.66,,0
2015-10-04,2015,10,Oct,4,Spring,2015-10,277,19.8,33.8,0.0,8.0,8.2,WSW,46.0,W,W,4,28,28,13,1023.4,1021.8,7.0,7.0,26.4,32.6,No,No,0,0,0,0,0,0,26.8,14.0,6.2,15,-1.6,16.0,Dry (<=1 mm),Hot (30-35),Moderate (30-50),2.3,1.76,-2.12,0.09,0.65,,0
2015-10-05,2015,10,Oct,4,Spring,2015-10,278,16.1,37.0,0.0,11.0,11.4,S,20.0,WNW,E,11,11,42,16,1024.0,1021.1,1.0,7.0,21.1,35.6,No,No,0,0,0,0,0,0,26.55,20.9,14.5,26,-2.9,11.0,Dry (<=1 mm),Extreme heat (>=35),Light (<30),3.01,0.46,-1.95,-1.77,0.73,Heat,1
2015-10-06,2015,10,Oct,4,Spring,2015-10,279,20.3,32.3,0.0,8.6,11.4,NNE,43.0,WNW,ENE,15,17,37,26,1023.2,1019.7,1.0,1.0,23.8,30.6,No,No,0,0,0,0,0,0,26.3,12.0,6.8,11,-3.5,16.0,Dry (<=1 mm),Hot (30-35),Moderate (30-50),1.96,1.93,-1.39,-0.12,0.62,,0
2015-10-07,2015,10,Oct,4,Spring,2015-10,280,19.7,21.5,0.0,13.2,1.3,SSW,67.0,SSE,SE,39,26,61,56,1029.6,1033.6,5.0,7.0,20.3,19.0,No,No,0,0,0,0,1,0,20.6,1.8,-1.3,5,4.0,32.5,Dry (<=1 mm),Warm (20-30),Strong (50-70),-0.46,1.72,0.31,1.6,1.52,,0
2015-10-08,2015,10,Oct,4,Spring,2015-10,281,17.0,21.1,0.0,6.6,2.2,ENE,35.0,ESE,E,13,20,53,57,1038.8,1036.0,7.0,7.0,18.5,19.9,No,No,0,0,0,0,0,0,19.05,4.1,1.4,-4,-2.8,16.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.55,0.78,0.36,-0.7,2.82,,0
2015-10-09,2015,10,Oct,4,Spring,2015-10,282,16.8,22.7,0.0,5.4,8.7,ENE,43.0,N,NE,15,24,51,51,1034.4,1029.7,7.0,5.0,20.1,22.0,No,No,0,0,0,0,0,0,19.75,5.9,1.9,0,-4.7,19.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.19,0.71,0.02,-0.12,2.2,,0
2015-10-10,2015,10,Oct,4,Spring,2015-10,283,15.7,24.3,0.0,6.8,9.5,E,24.0,SE,E,2,17,62,60,1028.9,1025.8,1.0,4.0,21.2,22.3,No,No,0,0,0,0,0,0,20.0,8.6,1.1,2,-3.1,9.5,Dry (<=1 mm),Warm (20-30),Light (<30),0.17,0.32,0.53,-1.49,1.42,,0
2015-10-11,2015,10,Oct,4,Spring,2015-10,284,15.0,24.3,0.0,5.6,6.4,W,41.0,WNW,ENE,9,11,77,65,1022.7,1018.6,6.0,7.0,18.7,21.4,No,Yes,0,1,0,0,0,0,19.65,9.3,2.7,12,-4.1,10.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.17,0.08,0.81,-0.27,0.55,,0
2015-10-12,2015,10,Oct,4,Spring,2015-10,285,16.5,29.5,3.6,5.0,9.6,SSE,43.0,WSW,NE,11,19,50,55,1016.7,1012.4,1.0,6.0,22.7,23.4,Yes,Yes,1,1,0,0,0,1,23.0,13.0,0.7,-5,-4.3,15.0,Light (1-10),Warm (20-30),Moderate (30-50),1.33,0.6,0.25,-0.12,-0.3,,0
2015-10-13,2015,10,Oct,4,Spring,2015-10,286,17.5,20.4,1.6,7.8,0.8,SSW,37.0,S,ESE,20,20,82,77,1022.3,1022.3,4.0,8.0,18.3,19.8,Yes,Yes,1,1,0,0,0,1,18.95,2.9,1.5,5,0.0,20.0,Light (1-10),Warm (20-30),Moderate (30-50),-0.71,0.95,1.49,-0.55,0.49,,0
2015-10-14,2015,10,Oct,4,Spring,2015-10,287,16.9,23.3,3.4,1.4,8.3,NE,37.0,W,NE,6,20,75,60,1026.8,1025.2,7.0,1.0,20.1,22.7,Yes,No,1,0,0,0,0,1,20.1,6.4,2.6,15,-1.6,13.0,Light (1-10),Warm (20-30),Moderate (30-50),-0.06,0.74,0.53,-0.55,1.13,,0
2015-10-15,2015,10,Oct,4,Spring,2015-10,288,16.3,24.0,0.0,7.0,12.0,NE,44.0,NNE,ENE,13,30,65,63,1026.2,1022.0,1.0,0.0,21.6,23.1,No,No,0,0,0,0,0,0,20.15,7.7,1.5,2,-4.2,21.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.1,0.53,0.7,-0.05,1.04,,0
2015-10-16,2015,10,Oct,4,Spring,2015-10,289,17.3,27.5,0.0,6.8,11.9,NNE,43.0,ESE,E,6,20,60,52,1021.7,1018.7,0.0,1.0,23.3,27.3,No,No,0,0,0,0,0,0,22.4,10.2,4.0,8,-3.0,13.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.88,0.88,0.08,-0.12,0.41,,0
2015-10-17,2015,10,Oct,4,Spring,2015-10,290,19.1,26.0,0.0,9.8,9.7,SSE,31.0,SSE,ESE,17,15,66,64,1023.1,1021.4,1.0,4.0,21.5,23.0,No,Yes,0,1,0,0,0,0,22.55,6.9,1.5,2,-1.7,16.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.55,1.51,0.76,-0.98,0.6,,0
2015-10-18,2015,10,Oct,4,Spring,2015-10,291,18.8,23.2,1.4,7.2,3.8,SSE,35.0,SE,E,17,15,69,56,1029.2,1027.9,8.0,7.0,19.5,22.1,Yes,No,1,0,0,0,0,1,21.0,4.4,2.6,13,-1.3,16.0,Light (1-10),Warm (20-30),Moderate (30-50),-0.08,1.41,0.31,-0.7,1.46,,0
2015-10-19,2015,10,Oct,4,Spring,2015-10,292,19.4,24.6,0.2,4.2,8.2,NE,39.0,N,ENE,11,24,81,54,1026.6,1022.4,7.0,4.0,21.8,24.4,No,No,0,0,0,0,0,0,22.0,5.2,2.6,27,-4.2,17.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.23,1.62,0.19,-0.41,1.1,,0
2015-10-20,2015,10,Oct,4,Spring,2015-10,293,18.7,26.8,0.4,6.8,7.7,W,35.0,SE,ENE,6,15,60,55,1020.6,1016.3,2.0,2.0,23.7,26.0,No,No,0,0,0,0,0,0,22.75,8.1,2.3,5,-4.3,10.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.73,1.37,0.25,-0.7,0.25,,0
2015-10-21,2015,10,Oct,4,Spring,2015-10,294,19.7,27.9,1.0,7.6,3.4,NNE,31.0,WNW,W,2,9,58,43,1013.8,1011.5,4.0,7.0,24.5,26.3,No,Yes,0,1,0,0,0,0,23.8,8.2,1.8,15,-2.3,5.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.97,1.72,-0.43,-0.98,-0.71,,0
2015-10-22,2015,10,Oct,4,Spring,2015-10,295,18.6,20.5,8.4,5.0,0.7,S,61.0,S,SSW,11,31,89,74,1011.4,1010.3,7.0,7.0,19.6,20.1,Yes,Yes,1,1,0,0,0,1,19.55,1.9,0.5,15,-1.1,21.0,Light (1-10),Warm (20-30),Strong (50-70),-0.68,1.34,1.32,1.17,-1.05,,0
2015-10-23,2015,10,Oct,4,Spring,2015-10,296,14.5,21.4,14.8,2.8,3.4,SSW,41.0,SSW,SSW,19,17,70,55,1022.1,1021.6,7.0,7.0,16.6,19.4,Yes,No,1,0,0,0,0,1,17.95,6.9,2.8,15,-0.5,18.0,Moderate (10-25),Warm (20-30),Moderate (30-50),-0.48,-0.1,0.25,-0.27,0.46,,0
2015-10-24,2015,10,Oct,4,Spring,2015-10,297,12.9,22.3,0.2,4.6,12.0,ENE,39.0,WNW,ENE,13,26,62,54,1024.4,1020.9,5.0,1.0,17.8,20.7,No,No,0,0,0,0,0,0,17.6,9.4,2.9,8,-3.5,19.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.28,-0.65,0.19,-0.41,0.79,,0
2015-10-25,2015,10,Oct,4,Spring,2015-10,298,15.2,24.9,0.0,7.4,10.2,NE,43.0,E,NE,7,19,62,59,1022.1,1017.8,2.0,3.0,21.1,22.3,No,No,0,0,0,0,0,0,20.05,9.7,1.2,3,-4.3,13.0,Dry (<=1 mm),Warm (20-30),Moderate (30-50),0.3,0.15,0.47,-0.12,0.46,,0
2015-10-26,2015,10,Oct,4,Spring,2015-10,299,17.5,29.4,0.0,7.0,5.2,WSW,69.0,ESE,WSW,9,13,54,53,1014.4,1015.1,3.0,7.0,24.6,22.2,No,Yes,0,1,0,0,0,0,23.45,11.9,-2.4,1,0.7,11.0,Dry (<=1 mm),Warm (20-30),Strong (50-70),1.31,0.95,0.14,1.74,-0.62,,0
2015-10-27,2015,10,Oct,4,Spring,2015-10,300,15.5,19.6,7.6,7.8,2.0,S,54.0,S,SSE,19,30,65,47,1025.8,1025.8,8.0,7.0,16.5,19.3,Yes,No,1,0,0,0,0,1,17.55,4.1,2.8,18,0.0,24.5,Light (1-10),Mild (<20),Strong (50-70),-0.89,0.25,-0.2,0.67,0.98,,0
2015-10-28,2015,10,Oct,4,Spring,2015-10,301,13.4,21.2,0.4,3.8,8.2,SSE,31.0,W,E,9,20,70,45,1025.3,1022.5,7.0,5.0,16.4,20.6,No,No,0,0,0,0,0,0,17.3,7.8,4.2,25,-2.8,14.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.53,-0.48,-0.32,-0.98,0.91,,0
2015-10-29,2015,10,Oct,4,Spring,2015-10,302,15.7,23.0,0.0,5.4,11.4,E,31.0,WNW,E,7,22,55,40,1023.6,1022.1,5.0,1.0,18.2,21.9,No,No,0,0,0,0,0,0,19.35,7.3,3.7,15,-1.5,14.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.12,0.32,-0.6,-0.98,0.67,,0
2015-10-30,2015,10,Oct,4,Spring,2015-10,303,14.1,23.1,0.0,8.0,9.3,ENE,39.0,W,NE,7,24,59,48,1023.8,1020.8,1.0,7.0,19.0,21.8,No,No,0,0,0,0,0,0,18.6,9.0,2.8,11,-3.0,15.5,Dry (<=1 mm),Warm (20-30),Moderate (30-50),-0.1,-0.24,-0.15,-0.41,0.7,,0
